IBM,159.720001,159.399994,158.880005,159.539993,159.550003,160.350006
MSFT,58.099998,57.889999,57.459999,57.59,57.669998,57.610001
AAPL,106.82,106,106.099998,106.730003,107.730003,107.699997
ORCL,41.310001,41.310001,41.220001,41.16,41.25,41.25
